start_lat,start_lon,end_lat,end_lon,hour_of_day,vehicle_type,trip_distance,duration_min,fare
16.1882,74.821,16.1809,74.82,19,Bike,0.82,2.6,36
16.1428,74.8377,16.1497,74.8298,17,SUV,1.16,3.1,176
16.1527,74.8026,16.1728,74.8456,17,Auto,5.27,14.4,102
16.1496,74.8196,16.1567,74.8384,17,Auto,2.23,8.0,73
16.1482,74.8209,16.1823,74.8386,17,Bike,4.26,7.2,60
16.1775,74.8182,16.1565,74.8093,6,SUV,2.53,2.9,151
16.1435,74.8465,16.1845,74.821,18,Auto,5.36,13.6,103
16.1535,74.8357,16.1829,74.8143,6,Sedan,4.04,7.1,131
16.1489,74.813,16.1659,74.8037,21,Mini,2.15,5.6,76
16.1419,74.8197,16.1597,74.836,9,Bike,2.68,5.0,53
16.1751,74.8311,16.1862,74.8074,12,SUV,2.9,4.2,158
16.1434,74.8358,16.1704,74.8045,12,Bike,4.59,6.7,43
16.1445,74.8193,16.1805,74.8241,19,Auto,4.03,9.7,82
16.1543,74.8357,16.1447,74.8419,16,Mini,1.27,3.8,65
16.1508,74.8116,16.1642,74.8436,9,SUV,3.85,10.0,255
16.1846,74.8427,16.1568,74.8302,23,Sedan,3.38,6.0,121
16.1405,74.81,16.1804,74.8162,8,Bike,4.48,4.8,42
16.1417,74.813,16.1647,74.8343,20,SUV,3.48,6.5,224
16.1445,74.804,16.1489,74.8298,19,Auto,2.91,7.1,70
16.1847,74.8153,16.1704,74.8323,16,Bike,2.47,2.9,32
16.171,74.8032,16.1564,74.8141,20,Sedan,2.02,6.1,145
16.1837,74.8151,16.1811,74.8273,21,SUV,1.38,4.4,128
16.1634,74.8323,16.1498,74.8303,12,Sedan,1.53,3.7,93
16.1724,74.8213,16.1419,74.8124,17,Bike,3.53,6.4,55
16.1813,74.846,16.1603,74.8258,20,Mini,3.23,8.4,120
16.1632,74.8433,16.1895,74.8175,23,SUV,4.09,5.5,182
16.1551,74.8473,16.1477,74.8366,22,Bike,1.44,2.9,27
16.1683,74.8409,16.1849,74.8199,16,Sedan,2.97,3.6,115
16.1412,74.843,16.1479,74.8202,7,SUV,2.64,3.1,153
16.1748,74.8493,16.169,74.8061,22,Auto,4.84,9.6,69
16.1628,74.8446,16.1544,74.8432,10,Auto,0.95,2.8,50
16.1658,74.8339,16.1726,74.8179,14,Auto,1.93,5.6,45
16.1418,74.835,16.1675,74.8038,13,Bike,4.49,5.2,42
16.173,74.8228,16.1562,74.8005,6,Bike,3.1,5.2,36
16.1493,74.836,16.1533,74.8283,15,Auto,0.96,2.7,38
16.1853,74.8204,16.1425,74.8129,8,SUV,4.82,6.9,196
16.1456,74.8218,16.1775,74.8063,21,Bike,3.94,6.0,40
16.1691,74.8443,16.1473,74.847,13,SUV,2.44,3.6,149
16.1852,74.8195,16.1441,74.8452,9,Sedan,5.38,10.6,213
16.1519,74.8151,16.1869,74.8221,7,Auto,3.96,7.0,62
16.1778,74.8464,16.1572,74.8332,22,Bike,2.72,5.4,34
16.1681,74.8389,16.1535,74.8063,16,Sedan,3.96,7.4,129
16.1709,74.8025,16.1872,74.8133,19,Sedan,2.17,6.4,146
16.1751,74.8102,16.1865,74.8198,20,Auto,1.65,6.4,67
16.1611,74.8487,16.1534,74.8181,19,Mini,3.5,8.9,128
16.1519,74.8332,16.1716,74.8092,11,Sedan,3.45,8.4,171
16.1489,74.8032,16.1486,74.8452,23,Mini,4.66,8.0,106
16.1842,74.8156,16.1604,74.8377,13,Sedan,3.61,4.7,124
16.1477,74.8322,16.1516,74.8141,6,Auto,2.06,3.2,46
16.1659,74.8475,16.168,74.8159,23,Bike,3.52,6.2,38
16.1807,74.8254,16.1704,74.8031,13,Bike,2.73,5.7,34
16.1518,74.8396,16.1664,74.8043,11,Bike,4.24,8.5,56
16.1698,74.801,16.1498,74.8417,14,Sedan,5.03,6.8,145
16.1492,74.8401,16.1648,74.8316,18,SUV,1.97,5.2,189
16.1621,74.8152,16.1501,74.8217,10,Sedan,1.51,3.8,123
16.1668,74.8238,16.1834,74.8113,10,Auto,2.31,7.3,72
16.1472,74.822,16.1892,74.8019,10,Auto,5.17,17.3,113
16.1674,74.8479,16.1437,74.8187,17,Mini,4.17,12.8,156
16.1755,74.8281,16.1434,74.8138,7,Mini,3.9,6.4,97
16.1616,74.8087,16.1668,74.8373,14,Sedan,3.23,6.7,118
16.1876,74.8055,16.1546,74.8469,11,Sedan,5.88,11.9,237
16.1409,74.8433,16.1875,74.8271,17,SUV,5.48,13.2,322
16.1607,74.8116,16.1785,74.8262,19,Bike,2.56,5.0,47
16.1807,74.8481,16.1505,74.8124,17,Auto,5.19,15.4,98
16.1562,74.8392,16.1893,74.8313,17,Bike,3.78,7.1,56
16.1714,74.8417,16.1651,74.8413,22,Mini,0.7,2.0,58
16.1789,74.8303,16.1474,74.8269,18,Auto,3.52,9.5,84
16.1637,74.8364,16.1638,74.8302,13,Mini,0.69,2.0,58
16.1678,74.8201,16.1662,74.8393,9,Auto,2.14,5.0,66
16.1469,74.8459,16.1701,74.8012,20,Auto,5.59,17.7,113
16.1526,74.8431,16.1803,74.8133,20,SUV,4.52,11.9,289
16.1527,74.8427,16.1496,74.8083,6,Sedan,3.83,4.8,127
16.1738,74.8195,16.188,74.8192,11,SUV,1.58,2.6,185
16.172,74.8298,16.1592,74.81,10,Sedan,2.62,5.9,173
16.1616,74.8084,16.1768,74.8413,10,Sedan,4.02,10.1,198
16.1785,74.8122,16.1836,74.8236,22,Sedan,1.39,2.8,91
16.1716,74.8243,16.1459,74.8026,20,SUV,3.73,7.1,234
16.1683,74.8141,16.1698,74.8296,17,SUV,1.73,5.2,206
16.1485,74.8102,16.1768,74.8112,11,Sedan,3.14,6.3,173
16.1587,74.8169,16.1425,74.8348,10,Mini,2.68,7.1,108
16.1505,74.8282,16.1579,74.847,9,SUV,2.24,5.0,227
16.1805,74.8212,16.1426,74.8347,18,Mini,4.47,8.8,140
16.1605,74.8476,16.1604,74.8168,18,Bike,3.42,6.6,51
16.1695,74.8284,16.1537,74.8021,21,Bike,3.41,5.2,37
16.1705,74.8305,16.1705,74.8491,12,Sedan,2.06,4.9,101
16.1605,74.8325,16.1673,74.8187,18,Sedan,1.71,4.9,136
16.1791,74.8187,16.142,74.844,15,Mini,4.98,10.3,110
16.1447,74.8436,16.185,74.826,9,Mini,4.88,11.4,156
16.1617,74.8321,16.1628,74.8073,19,Bike,2.76,6.2,52
16.1659,74.8058,16.1782,74.8376,14,Sedan,3.78,4.7,127
16.1822,74.8221,16.1788,74.8179,9,Auto,0.6,2.0,46
16.1647,74.8472,16.145,74.8028,17,SUV,5.39,13.3,332
16.1408,74.8068,16.1835,74.8027,9,Bike,4.76,7.4,58
16.1734,74.8255,16.1768,74.8098,20,Bike,1.78,5.2,39
16.152,74.8485,16.1567,74.8203,14,SUV,3.17,6.2,163
16.1642,74.8035,16.1893,74.8073,14,Mini,2.82,5.4,84
16.1691,74.84,16.1753,74.8447,9,Sedan,0.86,4.1,124
16.1701,74.8075,16.1446,74.8462,9,Sedan,5.14,9.6,214
16.1462,74.8177,16.1656,74.8432,20,Bike,3.56,5.7,55
16.1611,74.8477,16.1834,74.8284,14,Auto,3.27,8.6,56
16.1429,74.8477,16.156,74.82,23,Auto,3.4,7.2,57
16.1408,74.8324,16.1659,74.8238,21,Mini,2.95,5.7,85
16.1531,74.8341,16.141,74.8283,8,Auto,1.49,3.8,42
16.1673,74.8459,16.1732,74.825,14,Bike,2.41,4.9,32
16.1402,74.8405,16.1685,74.8294,9,Mini,3.37,8.5,118
16.1617,74.8235,16.1678,74.8396,7,Sedan,1.91,2.8,99
16.1651,74.8266,16.1488,74.8101,18,SUV,2.57,4.5,216
16.1899,74.8038,16.1695,74.8387,20,Bike,4.49,7.9,60
16.1707,74.8208,16.1478,74.8366,17,Mini,3.09,9.4,137
16.1657,74.8343,16.1714,74.8287,9,Sedan,0.89,2.0,125
16.1478,74.8328,16.1543,74.8453,23,Sedan,1.56,3.8,93
16.1751,74.8077,16.1531,74.8416,8,Auto,4.49,9.2,66
16.1811,74.8122,16.189,74.8423,23,Bike,3.45,5.4,37
16.1592,74.8308,16.1675,74.8023,12,Sedan,3.29,4.6,119
16.1896,74.805,16.1523,74.8109,22,SUV,4.19,7.1,184
16.1676,74.8382,16.1608,74.839,8,Bike,0.76,3.3,24
16.1533,74.8463,16.1533,74.8114,17,SUV,3.87,8.8,239
16.1581,74.8354,16.142,74.8237,14,Sedan,2.21,3.5,103
16.1689,74.8061,16.1596,74.8245,15,Sedan,2.29,4.6,104
16.1406,74.8108,16.1613,74.8351,14,Auto,3.54,9.1,58
16.1863,74.8223,16.1876,74.8438,14,Sedan,2.39,2.9,106
16.1507,74.8164,16.1821,74.8055,9,Auto,3.69,13.4,95
16.1838,74.8453,16.1635,74.8249,13,Bike,3.19,3.3,36
16.1765,74.8302,16.1893,74.8229,15,Bike,1.64,2.1,28
16.1762,74.8133,16.1429,74.8213,11,Auto,3.8,10.3,93
16.1871,74.8359,16.154,74.8345,9,Sedan,3.68,7.7,179
16.1717,74.8442,16.1852,74.8479,18,Sedan,1.55,5.1,140
16.16,74.814,16.1739,74.8452,15,Bike,3.79,5.8,39
16.1735,74.8074,16.1767,74.8383,14,Mini,3.45,5.1,91
16.1555,74.8129,16.1415,74.8411,23,Auto,3.49,8.8,58
16.152,74.803,16.1559,74.8499,11,Mini,5.22,11.4,147
16.1673,74.8239,16.1432,74.8059,11,Auto,3.34,10.5,83
16.1487,74.8429,16.1757,74.8341,22,Sedan,3.15,5.4,117
16.1433,74.8286,16.1647,74.8203,20,Sedan,2.55,7.2,157
16.1581,74.8029,16.1478,74.8409,8,SUV,4.37,7.8,187
16.1859,74.8034,16.1699,74.8044,16,Bike,1.78,3.8,29
16.1824,74.8214,16.1459,74.8436,13,Bike,4.74,8.0,44
16.1744,74.8159,16.1868,74.8332,17,Auto,2.36,7.4,73
16.1536,74.8278,16.1688,74.8041,16,Auto,3.13,7.0,55
16.1713,74.8167,16.1444,74.8087,13,Bike,3.12,5.7,36
16.1461,74.8258,16.1858,74.8298,16,Mini,4.43,7.9,103
16.181,74.8053,16.1754,74.828,9,Sedan,2.6,4.4,162
16.1888,74.8077,16.1846,74.8255,21,Bike,2.03,3.5,30
16.152,74.8251,16.1527,74.8271,22,Sedan,0.24,2.0,74
16.1505,74.807,16.161,74.8329,21,Sedan,3.1,5.1,116
16.1622,74.8408,16.1768,74.8191,20,Auto,2.9,9.7,82
16.1513,74.8319,16.1804,74.82,11,SUV,3.49,8.8,242
16.1775,74.8478,16.1565,74.813,7,Sedan,4.51,6.0,138
16.1715,74.8054,16.1689,74.842,20,Mini,4.07,9.8,130
16.1495,74.8319,16.1746,74.8119,18,Auto,3.56,11.2,79
16.1456,74.8434,16.1519,74.8034,20,SUV,4.49,11.5,298
16.1501,74.8077,16.1447,74.8389,23,Bike,3.51,3.4,38
16.1743,74.8175,16.147,74.8155,8,SUV,3.04,3.6,161
16.1592,74.8228,16.1675,74.8487,11,Bike,3.02,7.5,49
16.161,74.8369,16.1865,74.8132,7,SUV,3.86,6.9,177
16.1758,74.8442,16.1887,74.8244,19,Sedan,2.62,4.9,170
16.1665,74.8122,16.152,74.8232,12,Auto,2.02,5.8,46
16.1648,74.8435,16.1803,74.8281,14,Mini,2.43,3.3,79
16.1483,74.8174,16.1771,74.8435,15,Bike,4.31,5.5,42
16.1709,74.8284,16.1586,74.8281,22,Mini,1.37,2.1,66
16.1733,74.8232,16.1564,74.8089,16,Bike,2.46,3.4,32
16.1507,74.8437,16.1627,74.8186,10,Mini,3.09,9.8,131
16.148,74.849,16.1419,74.8097,8,Bike,4.41,4.9,42
16.1588,74.81,16.1529,74.8465,11,Bike,4.1,8.2,61
16.155,74.8449,16.1549,74.8092,20,Bike,3.96,7.7,57
16.1577,74.8196,16.1539,74.8102,21,Bike,1.13,2.0,26
16.1888,74.8062,16.1811,74.8303,22,Bike,2.81,3.5,34
16.1896,74.8182,16.1743,74.8308,6,Auto,2.2,3.8,48
16.157,74.8424,16.1472,74.8397,12,Bike,1.13,2.0,26
16.1415,74.8489,16.1713,74.8406,22,Bike,3.43,4.9,37
16.1737,74.8056,16.1487,74.8046,21,Mini,2.78,6.0,83
16.1547,74.8038,16.1826,74.8219,8,Mini,3.69,7.9,94
16.1875,74.8153,16.187,74.83,16,Sedan,1.63,2.5,94
16.1878,74.8442,16.1717,74.8395,22,SUV,1.86,4.2,137
16.1746,74.8179,16.1511,74.8411,7,Auto,3.67,6.5,59
16.1558,74.8194,16.1852,74.8082,22,Mini,3.49,7.6,92
16.1416,74.848,16.1827,74.8042,13,Mini,6.67,12.5,130
16.1501,74.8456,16.1857,74.806,22,SUV,5.91,8.2,218
16.1499,74.801,16.1556,74.832,18,Sedan,3.5,7.0,188
16.1482,74.835,16.1684,74.8354,15,Bike,2.24,3.8,31
16.1707,74.8263,16.1522,74.8279,15,Sedan,2.06,3.7,101
16.1615,74.8463,16.142,74.8482,11,Bike,2.17,3.7,41
16.183,74.8162,16.178,74.8054,13,SUV,1.32,2.5,126
16.1454,74.8144,16.1717,74.8059,21,Mini,3.07,5.7,87
16.1534,74.8173,16.1456,74.8487,17,Sedan,3.59,9.1,190
16.1652,74.816,16.1697,74.8344,8,Sedan,2.1,3.3,102
16.184,74.8351,16.1577,74.8015,9,SUV,4.74,8.2,255
16.1492,74.8387,16.1875,74.8032,19,Bike,5.8,10.2,68
16.159,74.8333,16.1836,74.8157,10,Mini,3.36,9.9,143
16.1449,74.8165,16.1794,74.8196,11,SUV,3.84,7.0,240
16.1593,74.8124,16.173,74.819,22,Bike,1.69,3.3,28
16.1695,74.8255,16.1606,74.8126,16,Auto,1.74,3.5,44
16.1517,74.8324,16.1463,74.8279,9,Sedan,0.78,2.0,130
16.1563,74.8243,16.1527,74.8344,11,Sedan,1.19,4.1,125
16.1668,74.82,16.1611,74.8334,21,Mini,1.62,2.0,69
16.1462,74.8004,16.1429,74.8163,20,Sedan,1.8,3.9,138
16.158,74.8157,16.1776,74.8105,12,SUV,2.25,2.9,145
16.1479,74.8218,16.1591,74.826,17,Mini,1.33,4.2,100
16.1768,74.8257,16.1547,74.8051,18,SUV,3.35,8.8,264
16.186,74.8387,16.1612,74.81,19,Auto,4.21,11.4,90
16.1469,74.8179,16.1509,74.8024,9,Sedan,1.78,3.7,127
16.1874,74.8219,16.1617,74.826,7,Auto,2.89,5.4,53
16.1532,74.8194,16.1484,74.8155,18,Auto,0.69,4.0,52
16.1655,74.8024,16.1597,74.8083,13,Auto,0.92,3.4,37
16.1812,74.8219,16.1609,74.8087,6,Bike,2.69,4.7,33
16.156,74.8093,16.157,74.8461,19,Bike,4.09,9.5,60
16.1436,74.8295,16.1821,74.8213,13,Auto,4.37,8.2,65
16.1743,74.8211,16.1651,74.8012,23,SUV,2.43,4.6,149
16.1887,74.8489,16.168,74.8489,10,Bike,2.3,4.3,41
16.1871,74.8441,16.1831,74.8038,17,Auto,4.5,13.3,89
16.1704,74.8253,16.1754,74.8454,17,SUV,2.3,4.4,210
16.1542,74.8073,16.1521,74.8297,19,Mini,2.5,7.7,109
16.1592,74.8096,16.1598,74.8233,13,Mini,1.52,3.7,68
16.1864,74.8168,16.1764,74.8296,22,Mini,1.8,4.4,72
16.185,74.8178,16.1528,74.8065,10,SUV,3.79,8.0,278
16.1827,74.8318,16.1895,74.805,21,Mini,3.07,7.0,87
16.1467,74.8054,16.1467,74.8354,17,Bike,3.33,7.4,58
16.1549,74.8175,16.1566,74.8188,21,Mini,0.24,2.0,53
16.1627,74.8346,16.1705,74.8321,16,Auto,0.91,2.0,37
16.1622,74.8465,16.1548,74.8051,7,SUV,4.67,6.1,193
16.1897,74.8452,16.1454,74.8236,14,Mini,5.47,8.5,116
16.1699,74.8425,16.1626,74.8459,7,Sedan,0.89,2.0,83
16.1454,74.8012,16.1456,74.8205,7,SUV,2.14,4.6,143
16.1449,74.8254,16.1463,74.8026,15,Auto,2.54,5.5,50
16.1441,74.8265,16.1422,74.8389,20,Auto,1.39,4.1,64
16.1786,74.8426,16.142,74.8114,13,SUV,5.34,6.9,207
16.164,74.8408,16.1841,74.8402,18,Sedan,2.23,5.3,137
16.1668,74.8424,16.1599,74.8099,10,Bike,3.69,6.7,55
16.177,74.8045,16.1401,74.8271,8,Mini,4.8,7.2,108
16.1597,74.8358,16.1773,74.8146,12,SUV,3.06,5.9,161
16.174,74.827,16.163,74.8268,17,Bike,1.22,2.9,40
16.1582,74.8361,16.1785,74.8236,12,Bike,2.65,2.5,33
16.156,74.8447,16.1756,74.8032,13,Mini,5.09,10.2,111
16.1471,74.8287,16.1487,74.8283,16,Bike,0.18,2.0,21
16.1661,74.813,16.1717,74.8089,18,Auto,0.77,3.1,53
16.1516,74.8311,16.162,74.8152,18,Bike,2.11,5.9,45
16.1436,74.8154,16.1888,74.8378,17,Auto,5.6,13.1,97
16.1491,74.8469,16.1477,74.8334,21,Mini,1.51,4.2,68
16.1899,74.8099,16.1707,74.8111,16,Sedan,2.14,2.8,102
16.1444,74.8185,16.1547,74.8274,23,Bike,1.51,2.0,28
16.1681,74.8094,16.1622,74.8411,11,Bike,3.58,8.0,50
16.1862,74.8141,16.1451,74.8332,18,Bike,5.03,9.4,67
16.1898,74.8113,16.1683,74.8328,13,Bike,3.38,6.2,37
16.1639,74.8131,16.1763,74.8432,16,Auto,3.61,7.8,59
16.1866,74.818,16.1411,74.817,23,Auto,5.05,9.1,70
16.1484,74.812,16.1655,74.8486,11,SUV,4.48,11.9,282
16.1879,74.8406,16.1424,74.8057,12,Auto,6.37,12.0,81
16.1893,74.8264,16.1769,74.8145,13,Bike,1.91,4.4,30
16.1785,74.8219,16.157,74.8212,21,Bike,2.39,4.7,32
16.1791,74.8392,16.1726,74.8341,9,SUV,0.92,2.5,155
16.1414,74.8341,16.161,74.8386,19,Auto,2.23,6.3,74
16.1852,74.8132,16.1874,74.849,22,SUV,3.98,5.5,180
16.1749,74.8057,16.1669,74.833,6,Bike,3.16,4.6,36
16.1499,74.8406,16.1551,74.8273,17,Mini,1.59,4.8,110
16.1446,74.8261,16.1562,74.8253,8,Mini,1.29,2.0,65
16.1414,74.8316,16.1569,74.8041,11,Bike,3.5,7.8,49
16.1736,74.8255,16.1654,74.8366,22,SUV,1.53,3.6,131
16.1406,74.8185,16.1868,74.8314,19,Bike,5.32,10.6,68
16.1899,74.8231,16.1753,74.8179,20,Auto,1.72,5.0,65
16.1887,74.825,16.1497,74.8075,11,Auto,4.74,14.3,103
16.1688,74.8024,16.1595,74.808,19,Bike,1.21,2.1,39
16.1798,74.8472,16.1538,74.8291,13,Mini,3.52,5.9,92
16.1634,74.8254,16.1696,74.8008,16,Bike,2.82,5.6,34
16.1753,74.8025,16.1651,74.8166,6,Auto,1.93,3.1,45
16.1743,74.8119,16.1585,74.832,11,Mini,2.84,6.0,124
16.1461,74.8237,16.189,74.8488,13,Mini,5.52,8.6,116
16.1832,74.8201,16.1848,74.826,12,Bike,0.68,2.0,23
16.1748,74.8202,16.1509,74.8447,8,Mini,3.8,6.3,96
16.1413,74.8402,16.144,74.8032,18,Auto,4.12,12.1,94
16.1714,74.8213,16.1661,74.8494,20,Auto,3.17,9.4,75
16.1526,74.8043,16.1479,74.8274,7,Bike,2.62,4.6,33
16.1871,74.8046,16.1813,74.8271,9,Sedan,2.58,5.4,169
16.1461,74.8312,16.1785,74.8051,20,Sedan,4.62,11.0,205
16.143,74.8421,16.1414,74.8017,7,SUV,4.49,7.8,190
16.1885,74.8318,16.1591,74.8088,12,Auto,4.14,8.9,63
16.171,74.8336,16.183,74.8258,21,SUV,1.59,2.5,132
16.188,74.8294,16.1707,74.8294,21,Sedan,1.92,3.9,99
16.1657,74.8299,16.1776,74.8094,7,Auto,2.63,5.7,51
16.1657,74.8025,16.1831,74.836,13,Sedan,4.19,5.5,133
16.1522,74.8494,16.1896,74.8281,14,Bike,4.78,5.1,44
16.145,74.8431,16.1799,74.8205,10,Auto,4.62,16.1,106
16.1887,74.8187,16.1517,74.8127,7,Mini,4.16,8.6,100
16.1596,74.818,16.1587,74.8261,7,Mini,0.9,2.0,61
16.1879,74.8201,16.1401,74.8289,21,Auto,5.39,9.5,73
16.1827,74.8149,16.1442,74.8316,21,Auto,4.66,8.5,67
16.1673,74.8467,16.1486,74.8082,15,SUV,4.75,9.0,195
16.184,74.8411,16.1436,74.8421,23,Sedan,4.49,6.3,137
16.1541,74.8451,16.1788,74.804,15,Auto,5.32,9.7,73
16.1469,74.8264,16.1511,74.8479,14,SUV,2.43,3.4,149
16.1824,74.8279,16.1528,74.8374,22,Mini,3.45,4.8,91
16.1791,74.8181,16.1565,74.828,10,Auto,2.74,6.6,72
16.1567,74.8323,16.1496,74.8435,23,Sedan,1.47,2.0,92
16.1817,74.8178,16.1675,74.849,13,Sedan,3.81,5.1,127
16.1579,74.8259,16.1712,74.8185,12,Sedan,1.69,3.3,95
16.1883,74.8168,16.1751,74.8214,23,Auto,1.55,3.2,42
16.1776,74.8114,16.1608,74.8286,19,Sedan,2.67,5.5,160
16.1502,74.846,16.1881,74.8309,7,Auto,4.53,9.1,66
16.1769,74.8071,16.1734,74.8237,19,SUV,1.88,4.3,190
16.1606,74.8337,16.1773,74.8452,16,Auto,2.25,4.0,48
16.1742,74.8145,16.1476,74.8487,6,SUV,4.81,6.9,196
16.1635,74.8103,16.1609,74.8115,13,Mini,0.32,2.7,54
16.1894,74.8388,16.1898,74.8363,21,Sedan,0.28,2.1,74
16.1506,74.8062,16.1618,74.8247,13,SUV,2.4,5.8,148
16.1673,74.8482,16.1766,74.8329,7,Auto,1.99,6.1,46
16.1623,74.8459,16.1446,74.8267,16,Auto,2.9,6.6,53
16.1481,74.8311,16.1485,74.8128,19,SUV,2.03,3.3,193
16.1668,74.84,16.1817,74.8038,7,Sedan,4.35,6.9,135
16.1761,74.8397,16.1678,74.8256,9,Sedan,1.82,4.3,145
16.1712,74.8149,16.1865,74.8246,17,Bike,2.01,5.4,43
16.1883,74.8368,16.1725,74.8291,23,SUV,1.95,5.0,139
16.1619,74.8096,16.1852,74.8382,8,SUV,4.09,7.7,182
16.1758,74.849,16.1419,74.8143,14,Mini,5.38,8.9,115
16.1511,74.8466,16.1583,74.8156,9,SUV,3.53,7.4,230
16.1788,74.8325,16.1461,74.8382,11,SUV,3.68,8.8,242
16.1568,74.8301,16.1739,74.8382,22,Mini,2.1,3.5,75
16.1663,74.8233,16.1789,74.8413,10,Auto,2.44,8.9,77
16.1595,74.8326,16.1489,74.844,14,SUV,1.73,2.1,135
16.1856,74.8315,16.1463,74.8076,20,SUV,5.11,12.4,285
16.1866,74.8234,16.1406,74.8403,16,SUV,5.44,9.6,209
16.1863,74.8214,16.1806,74.83,11,Auto,1.15,4.3,52
16.1873,74.8279,16.1758,74.821,11,Sedan,1.49,3.8,123
16.1809,74.8118,16.1477,74.8462,19,Mini,5.31,13.2,173
16.1445,74.8226,16.1798,74.801,10,Sedan,4.59,8.4,208
16.1436,74.8258,16.1491,74.8186,14,SUV,1.01,2.0,120
16.1665,74.8497,16.1805,74.8409,11,Mini,1.84,6.3,102
16.1692,74.8325,16.1562,74.8161,8,Mini,2.32,4.4,78
16.142,74.8034,16.177,74.8282,7,Sedan,4.76,5.8,141
16.1568,74.8181,16.1648,74.8156,8,Mini,0.93,2.8,61
