start_lat,start_lon,end_lat,end_lon,hour_of_day,vehicle_type,trip_distance,duration_min,fare
13.3413,74.7512,13.3455,74.7497,23,SUV,0.5,2.4,110
13.3346,74.7731,13.3408,74.7558,10,Bike,2.04,4.5,40
13.3451,74.748,13.3433,74.7404,11,Auto,0.87,4.7,53
13.3377,74.75,13.3398,74.7477,19,Auto,0.35,2.0,52
13.3479,74.7795,13.3361,74.7475,17,Mini,3.79,9.5,145
13.3406,74.7696,13.3452,74.7509,21,Sedan,2.14,3.5,102
13.3521,74.7645,13.3366,74.7355,14,Auto,3.65,8.2,59
13.3513,74.7721,13.352,74.7666,11,SUV,0.62,2.0,159
13.3386,74.7398,13.333,74.7419,20,Mini,0.66,2.5,93
13.3303,74.7778,13.3574,74.7752,19,Auto,3.02,10.2,84
13.3515,74.7357,13.354,74.7636,12,Auto,3.11,7.7,55
13.3526,74.7611,13.3495,74.7489,17,Mini,1.4,2.9,87
13.3557,74.7514,13.3509,74.7345,8,Sedan,1.95,4.7,99
13.3527,74.7658,13.3484,74.7542,21,SUV,1.37,3.5,127
13.3355,74.7567,13.3472,74.7381,14,Sedan,2.44,4.0,107
13.3383,74.7365,13.3583,74.7332,20,Sedan,2.25,4.5,141
13.3345,74.7374,13.3321,74.7308,17,Bike,0.78,2.0,33
13.3324,74.7648,13.3303,74.7764,20,Mini,1.31,2.2,90
13.3343,74.7524,13.3372,74.7715,14,SUV,2.14,3.4,143
13.3339,74.7585,13.333,74.7563,6,Sedan,0.26,2.0,74
13.3429,74.7666,13.3337,74.7466,12,Sedan,2.44,2.5,107
13.3487,74.7617,13.3426,74.7331,14,Mini,3.25,6.1,89
13.3312,74.7455,13.3401,74.7305,20,Sedan,1.94,4.8,142
13.3553,74.7696,13.3499,74.7526,17,Auto,1.98,4.8,64
13.3525,74.7729,13.3307,74.7537,23,SUV,3.22,4.6,164
13.3446,74.7489,13.3446,74.768,20,Auto,2.12,6.1,63
13.3328,74.7668,13.3439,74.75,14,SUV,2.24,5.4,145
13.3588,74.7707,13.3498,74.7351,8,Auto,4.08,9.3,63
13.3531,74.7577,13.3402,74.7493,6,Sedan,1.71,2.8,96
13.3443,74.7524,13.3471,74.7629,9,Bike,1.21,2.2,42
13.3344,74.7779,13.3461,74.7486,10,Bike,3.5,7.0,56
13.3305,74.7532,13.3301,74.7369,18,Mini,1.81,5.6,107
13.3333,74.7319,13.3357,74.7778,9,SUV,5.1,11.9,292
13.337,74.7535,13.3573,74.7652,17,SUV,2.6,8.2,236
13.3588,74.7596,13.3488,74.7725,15,Sedan,1.81,2.7,97
13.3479,74.764,13.3465,74.7653,7,Sedan,0.21,2.2,73
13.3444,74.73,13.3401,74.7617,9,Mini,3.55,9.6,126
13.3346,74.7595,13.3309,74.7719,10,Auto,1.44,6.3,64
13.3351,74.7483,13.344,74.7437,13,SUV,1.11,3.9,122
13.3462,74.7645,13.3515,74.7504,14,Bike,1.67,2.8,28
13.3566,74.7617,13.3361,74.7646,20,Auto,2.3,6.3,77
13.3407,74.7641,13.343,74.7696,22,Bike,0.66,3.0,23
13.3598,74.7491,13.3578,74.7433,17,Mini,0.68,2.6,81
13.333,74.7434,13.3467,74.7537,7,Sedan,1.9,2.3,98
13.3406,74.7618,13.3527,74.76,22,SUV,1.36,3.7,127
13.3441,74.7439,13.357,74.7538,16,Auto,1.8,3.8,44
13.3509,74.7728,13.3468,74.7714,17,Bike,0.48,2.0,31
13.3372,74.763,13.3306,74.7597,22,Auto,0.82,2.6,37
13.3446,74.7435,13.3365,74.7362,9,Bike,1.21,3.6,41
13.3333,74.7548,13.3425,74.7359,16,Sedan,2.33,3.9,105
13.3552,74.735,13.3519,74.7648,19,Bike,3.33,7.9,50
13.3518,74.7356,13.3503,74.7467,9,SUV,1.24,4.2,195
13.3373,74.7332,13.3479,74.7333,6,SUV,1.18,2.0,124
13.3454,74.7355,13.3406,74.7752,19,Auto,4.44,12.8,105
13.3576,74.7726,13.339,74.7719,18,Sedan,2.07,4.4,132
13.3447,74.7363,13.3377,74.7576,10,Auto,2.49,8.2,69
13.3331,74.7485,13.3363,74.7474,7,SUV,0.38,2.4,108
13.3554,74.7405,13.3424,74.7481,19,Bike,1.67,2.2,41
13.3333,74.7655,13.3453,74.7421,10,SUV,2.92,6.8,250
13.3404,74.7665,13.3307,74.7342,12,SUV,3.74,7.4,175
13.332,74.757,13.3587,74.7431,7,Auto,3.34,8.7,57
13.3454,74.7348,13.3388,74.7522,9,Auto,2.07,7.1,61
13.3357,74.7377,13.3378,74.7327,16,Auto,0.6,2.6,35
13.3345,74.7765,13.338,74.7506,22,SUV,2.9,5.3,158
13.3534,74.7717,13.3504,74.7359,10,Sedan,3.99,9.3,204
13.349,74.7313,13.3538,74.7653,12,Sedan,3.81,5.3,127
13.3459,74.7701,13.3512,74.7379,18,Bike,3.62,6.1,58
13.349,74.7433,13.3313,74.7762,14,Auto,4.15,7.5,63
13.3559,74.7363,13.3571,74.7546,16,Mini,2.04,5.4,74
13.331,74.7491,13.3318,74.7305,8,Bike,2.07,4.6,30
13.3585,74.7722,13.3428,74.7503,19,Bike,2.99,5.5,50
13.3432,74.764,13.3575,74.7674,10,Auto,1.63,6.7,63
13.3439,74.7313,13.3583,74.7526,6,Auto,2.85,5.5,53
13.3469,74.7487,13.3472,74.7716,15,SUV,2.54,3.3,151
13.3429,74.7442,13.3348,74.7763,13,SUV,3.67,4.6,173
13.3492,74.7591,13.3494,74.7482,22,Sedan,1.21,4.0,88
13.3411,74.7747,13.3379,74.7442,11,SUV,3.4,6.6,231
13.3317,74.7679,13.346,74.7698,18,Mini,1.6,2.8,94
13.3594,74.7673,13.3332,74.7717,16,Sedan,2.95,3.5,114
13.3498,74.7522,13.3488,74.75,10,Mini,0.27,2.7,77
13.3319,74.7458,13.3475,74.7549,12,Mini,2.0,4.1,74
13.3489,74.7473,13.3586,74.7785,8,Bike,3.63,4.3,38
13.344,74.7466,13.3516,74.7564,13,Sedan,1.38,2.0,91
13.3569,74.7716,13.3438,74.7346,20,Auto,4.36,12.5,92
13.3301,74.7515,13.3344,74.7386,21,Auto,1.51,5.0,42
13.3494,74.7465,13.3446,74.7627,15,Bike,1.88,2.3,29
13.344,74.7514,13.3421,74.7726,10,Sedan,2.36,3.4,138
13.3566,74.759,13.3518,74.7457,19,Auto,1.57,3.8,64
13.3538,74.7656,13.3374,74.7566,23,SUV,2.08,3.6,142
13.3539,74.76,13.3314,74.7385,16,Sedan,3.45,4.9,122
13.3572,74.7389,13.3505,74.7793,22,Auto,4.55,8.1,66
13.3513,74.7335,13.34,74.7526,20,Mini,2.46,7.8,110
13.3573,74.7325,13.3571,74.7665,15,Bike,3.77,4.0,39
13.3335,74.7716,13.3365,74.7735,7,Auto,0.39,2.0,33
13.3331,74.7754,13.3419,74.7451,17,SUV,3.5,7.9,223
13.3591,74.7405,13.34,74.7778,22,SUV,4.65,9.1,193
13.3567,74.7639,13.3421,74.7336,16,Mini,3.73,5.8,95
13.3419,74.7557,13.3418,74.7787,21,Auto,2.55,4.4,50
13.3518,74.7452,13.3324,74.7702,16,Sedan,3.51,6.5,123
13.3465,74.7407,13.3576,74.7335,17,SUV,1.47,5.3,171
13.3594,74.7353,13.3535,74.7458,12,Mini,1.34,2.8,66
13.3541,74.7327,13.3399,74.7603,12,Mini,3.45,6.0,91
13.3323,74.7358,13.3579,74.7615,18,SUV,4.03,9.8,238
13.3381,74.7608,13.3386,74.7406,10,SUV,2.24,5.2,195
13.338,74.7763,13.3519,74.7505,18,Bike,3.25,7.8,56
13.3506,74.7449,13.3378,74.7418,20,Mini,1.46,5.7,107
13.3549,74.7622,13.3537,74.7559,8,Bike,0.71,2.8,24
13.3511,74.7496,13.3537,74.7682,10,Sedan,2.08,4.3,160
13.3572,74.7674,13.3442,74.7719,12,SUV,1.53,2.7,131
13.3361,74.7642,13.3457,74.7772,23,SUV,1.79,3.6,136
13.3524,74.7614,13.3502,74.7409,16,Auto,2.29,5.9,48
13.3366,74.7384,13.3569,74.7329,9,SUV,2.33,7.0,199
13.3392,74.7507,13.335,74.7723,11,Mini,2.44,7.4,118
13.3406,74.7379,13.3565,74.7464,9,Auto,2.0,7.0,64
13.3343,74.7415,13.3411,74.7596,11,Mini,2.15,5.3,116
13.356,74.7696,13.3505,74.7725,10,SUV,0.69,2.2,156
13.3319,74.7464,13.3341,74.7467,6,Bike,0.25,2.0,21
13.3371,74.7652,13.3508,74.7625,7,Sedan,1.55,2.5,93
13.3533,74.7649,13.3531,74.7451,13,Auto,2.2,4.4,48
13.3587,74.745,13.3332,74.7693,17,Mini,3.91,10.9,142
13.3579,74.7329,13.3598,74.7743,23,Auto,4.6,9.0,67
13.3483,74.772,13.3571,74.7724,19,Bike,0.98,4.2,39
13.3572,74.7707,13.3545,74.7423,18,Mini,3.17,7.8,122
13.3399,74.7714,13.3568,74.7314,11,Auto,4.82,16.6,107
13.3445,74.7775,13.3376,74.7455,9,Bike,3.63,6.0,52
13.3512,74.7438,13.3597,74.7758,20,Mini,3.68,8.1,131
13.3511,74.74,13.3347,74.7494,6,SUV,2.1,5.4,142
13.3391,74.7605,13.3507,74.7473,20,Mini,1.95,5.6,96
13.3302,74.759,13.3319,74.7499,20,Bike,1.03,3.8,34
13.3481,74.7622,13.3571,74.7406,19,SUV,2.6,5.2,243
13.3544,74.7394,13.3495,74.7755,14,Auto,4.04,7.5,62
13.3507,74.7707,13.3365,74.7776,8,SUV,1.75,4.4,135
13.3535,74.7346,13.3521,74.7704,18,Sedan,3.98,6.9,191
13.3395,74.7708,13.3571,74.7622,15,Sedan,2.17,4.8,103
13.3407,74.7601,13.3326,74.7787,14,Sedan,2.25,2.5,104
13.3524,74.7658,13.347,74.7459,9,Mini,2.29,7.4,112
13.3423,74.7432,13.337,74.7365,21,Bike,0.95,3.3,25
13.3375,74.7677,13.359,74.7368,7,Auto,4.18,8.0,63
13.3492,74.755,13.3335,74.7579,18,Sedan,1.77,5.1,153
13.3522,74.7536,13.3545,74.7527,12,Bike,0.27,2.0,21
13.3412,74.7748,13.3385,74.7601,9,Auto,1.66,6.4,58
13.348,74.7375,13.3364,74.7693,8,Mini,3.76,7.3,95
13.3325,74.7364,13.3376,74.7548,7,Mini,2.12,3.4,75
13.3345,74.7481,13.3507,74.749,18,Mini,1.8,6.0,114
13.359,74.7474,13.3524,74.752,9,Mini,0.89,3.0,87
13.348,74.742,13.3395,74.7622,20,Sedan,2.43,3.9,146
13.3376,74.757,13.3301,74.7695,7,Auto,1.62,3.1,43
13.3373,74.7326,13.337,74.7753,23,Auto,4.74,8.4,68
13.3432,74.7314,13.3576,74.7409,21,Bike,1.91,3.2,30
13.3436,74.7556,13.3565,74.7796,16,SUV,3.02,5.5,160
13.3366,74.7445,13.3452,74.7417,18,Bike,1.0,3.5,37
13.3425,74.7734,13.3513,74.7444,7,Auto,3.36,7.5,57
13.3494,74.7308,13.3464,74.7762,6,Auto,5.05,8.9,70
13.3348,74.7473,13.3549,74.7354,21,Bike,2.59,3.9,33
13.3353,74.7375,13.3468,74.7672,10,SUV,3.54,6.1,222
13.3498,74.7523,13.3395,74.7497,15,Mini,1.18,3.1,64
13.3573,74.7662,13.3386,74.7435,16,Sedan,3.26,3.6,119
13.3451,74.7604,13.3502,74.7375,14,Bike,2.6,2.8,33
13.3332,74.7449,13.3592,74.7588,21,SUV,3.27,3.9,165
13.3458,74.7601,13.3345,74.7756,20,Bike,2.13,4.9,46
13.342,74.7483,13.3341,74.7753,12,Bike,3.12,3.4,36
13.3569,74.7507,13.342,74.7568,11,Auto,1.79,6.1,70
13.3327,74.7568,13.3455,74.737,20,Auto,2.62,7.9,80
13.3535,74.7638,13.338,74.7555,13,Mini,1.95,2.5,73
13.3459,74.7505,13.3517,74.7568,17,Mini,0.95,2.0,91
13.3406,74.7588,13.3463,74.7769,18,SUV,2.11,5.3,195
13.3488,74.7472,13.3572,74.7374,15,Sedan,1.43,3.5,91
13.3463,74.7341,13.3441,74.7607,7,Bike,2.96,5.4,35
13.3337,74.7737,13.3595,74.7682,15,Auto,2.93,7.1,53
13.3413,74.7312,13.3591,74.7612,13,Mini,3.87,6.5,96
13.3446,74.7329,13.3544,74.7429,20,SUV,1.55,5.1,176
13.3466,74.7602,13.3466,74.7661,17,Sedan,0.65,3.2,118
13.3535,74.7769,13.359,74.7623,7,SUV,1.73,3.4,135
13.337,74.7716,13.3448,74.7377,6,Mini,3.86,7.6,96
13.3541,74.7595,13.3571,74.7743,9,Bike,1.68,3.6,41
13.3456,74.7676,13.3305,74.7587,6,SUV,1.95,5.1,139
13.3488,74.7542,13.3555,74.7564,8,Auto,0.78,2.6,36
13.3555,74.7312,13.3581,74.7793,17,Mini,5.35,12.6,150
13.3362,74.7754,13.3445,74.7672,19,SUV,1.3,2.4,182
13.3434,74.7494,13.3444,74.7611,18,Bike,1.3,2.0,39
13.3422,74.7449,13.3521,74.753,19,Sedan,1.42,4.9,120
13.3317,74.7489,13.334,74.7474,8,Mini,0.3,2.0,54
13.3396,74.7583,13.3597,74.7716,23,Bike,2.68,4.0,33
13.3531,74.7599,13.3414,74.75,22,SUV,1.7,3.0,134
13.3464,74.7512,13.3555,74.7657,14,SUV,1.9,2.4,138
13.3442,74.7345,13.3443,74.7593,16,Auto,2.75,5.2,52
13.3556,74.7512,13.3317,74.7679,23,Mini,3.24,4.9,89
13.3471,74.7352,13.3369,74.7592,12,Auto,2.89,4.7,53
13.3547,74.7695,13.3308,74.7392,13,Sedan,4.28,6.3,134
13.3507,74.7366,13.3521,74.7516,23,Mini,1.67,2.0,70
13.3396,74.7722,13.3403,74.7645,9,Auto,0.86,3.3,51
13.3326,74.7766,13.3536,74.73,19,Sedan,5.67,12.2,236
13.3365,74.7626,13.3375,74.7368,14,Auto,2.87,4.9,53
13.3392,74.7767,13.3466,74.7576,8,Mini,2.27,4.2,77
13.3503,74.7447,13.3457,74.7311,18,Sedan,1.59,4.1,138
13.3435,74.7619,13.3382,74.753,7,Mini,1.15,2.0,64
13.3329,74.768,13.3466,74.7695,15,Sedan,1.53,4.0,93
13.3421,74.7439,13.3594,74.7614,22,Bike,2.73,4.2,34
13.3535,74.7773,13.3563,74.7489,14,Auto,3.17,6.8,55
13.3405,74.7773,13.3311,74.7753,20,Mini,1.07,3.0,91
13.351,74.7727,13.3354,74.757,20,Auto,2.46,8.1,78
13.3552,74.7557,13.3433,74.7389,11,Sedan,2.29,6.1,166
13.3317,74.7777,13.331,74.7405,21,Bike,4.13,4.8,41
13.3579,74.7451,13.3454,74.7568,8,Mini,1.9,4.8,73
13.3504,74.7447,13.3458,74.7469,21,Mini,0.57,2.0,57
13.3567,74.7403,13.3576,74.7426,11,SUV,0.27,2.0,149
13.3488,74.7488,13.3368,74.7422,9,Auto,1.52,4.8,60
13.3555,74.7728,13.356,74.7465,10,Mini,2.92,9.0,128
13.3346,74.7702,13.3331,74.7767,19,Bike,0.74,2.0,34
13.3361,74.7712,13.3578,74.7794,20,Mini,2.57,8.2,120
13.332,74.7443,13.3572,74.7789,16,Mini,4.75,9.1,107
13.3373,74.7722,13.3486,74.7327,15,SUV,4.56,8.6,191
13.3431,74.7465,13.3478,74.7739,8,Auto,3.09,5.8,55
13.3578,74.7666,13.3401,74.7683,18,Mini,1.97,6.5,102
13.3325,74.7305,13.3396,74.7711,17,Mini,4.57,10.9,146
13.3418,74.7649,13.3441,74.7406,13,Bike,2.71,4.0,34
13.3514,74.7418,13.3525,74.7554,8,Auto,1.51,2.8,42
13.3529,74.779,13.3564,74.7325,7,Mini,5.18,9.5,112
13.3426,74.7418,13.3498,74.7589,23,Sedan,2.06,2.3,101
13.3482,74.764,13.3507,74.7618,11,Bike,0.37,2.3,30
13.3444,74.7353,13.3555,74.7444,6,Mini,1.59,4.4,69
13.3309,74.7433,13.3568,74.7551,20,Sedan,3.16,6.2,172
13.3446,74.7799,13.3328,74.7402,13,SUV,4.6,6.9,192
13.3455,74.7558,13.3541,74.7693,7,Sedan,1.78,2.0,97
13.3311,74.7307,13.3395,74.7406,12,SUV,1.44,2.4,129
13.3379,74.7355,13.3586,74.7641,10,Mini,3.92,9.3,136
13.3577,74.7658,13.3561,74.7349,10,SUV,3.43,8.8,243
13.343,74.7638,13.3508,74.7748,8,Auto,1.5,2.7,42
13.3323,74.7337,13.3463,74.7386,7,Bike,1.65,2.0,28
13.3599,74.755,13.351,74.7318,21,Sedan,2.76,5.1,111
13.3356,74.7403,13.3438,74.7611,21,Mini,2.48,5.1,80
13.3584,74.7423,13.3586,74.7572,18,Sedan,1.65,5.3,148
13.3378,74.762,13.3397,74.7673,6,SUV,0.62,2.1,112
13.3356,74.7393,13.3387,74.7348,14,Sedan,0.61,3.3,79
13.3538,74.7551,13.3309,74.7672,16,Sedan,2.87,5.4,113
13.3476,74.7726,13.3309,74.753,14,Bike,2.86,4.2,34
13.3337,74.732,13.3481,74.7518,9,Auto,2.72,7.6,73
13.3382,74.757,13.3578,74.751,16,Mini,2.28,3.2,77
13.3596,74.7341,13.3344,74.7475,6,Sedan,3.17,6.2,118
13.3527,74.7578,13.3397,74.7453,11,Bike,2.0,5.5,39
13.3442,74.7684,13.3402,74.7593,10,SUV,1.1,2.0,179
13.3388,74.7386,13.3517,74.772,19,SUV,3.97,8.8,254
13.3434,74.7575,13.3533,74.7334,16,Bike,2.89,3.9,34
13.3327,74.7618,13.3372,74.752,22,SUV,1.2,3.5,124
13.3425,74.7318,13.3502,74.7314,18,Sedan,0.86,2.0,111
13.356,74.7596,13.3374,74.7464,8,Mini,2.53,6.2,80
13.3446,74.7697,13.3379,74.7766,14,Mini,1.07,3.0,63
13.3329,74.756,13.3577,74.7368,16,Bike,3.48,6.7,37
13.346,74.7666,13.3579,74.7762,16,Auto,1.7,4.7,44
13.3486,74.7695,13.356,74.7639,10,Auto,1.03,4.2,59
13.3503,74.7699,13.3506,74.7546,7,Mini,1.7,2.3,70
13.3378,74.743,13.3429,74.7316,19,SUV,1.39,3.2,186
13.3578,74.7755,13.3356,74.735,13,Mini,5.13,10.3,112
13.34,74.7355,13.3592,74.7617,18,Mini,3.61,8.7,123
13.3305,74.7677,13.3497,74.7464,19,Mini,3.18,7.0,115
13.3544,74.778,13.3466,74.7452,18,Mini,3.74,8.0,131
13.3342,74.7763,13.3464,74.7706,7,SUV,1.49,2.0,130
13.3551,74.7587,13.3478,74.7473,15,Auto,1.5,5.2,42
13.3532,74.7462,13.3435,74.7408,16,Sedan,1.23,2.0,88
13.3535,74.7789,13.3488,74.7512,23,Bike,3.12,5.9,36
13.3479,74.7671,13.3328,74.7676,7,Mini,1.68,2.8,70
13.3583,74.7341,13.3356,74.7663,23,Sedan,4.37,7.0,136
13.3402,74.7713,13.348,74.7306,13,Auto,4.6,9.4,67
13.3317,74.7419,13.3509,74.7651,17,Bike,3.34,6.3,55
