start_lat,start_lon,end_lat,end_lon,hour_of_day,vehicle_type,trip_distance,duration_min,fare
13.3276,74.7437,13.3586,74.7411,23,Sedan,3.45,6.3,122
13.3204,74.7972,13.331,74.7503,12,Auto,5.34,18.9,73
13.3501,74.7235,13.3572,74.7525,19,Mini,3.31,9.8,130
13.3533,74.797,13.3263,74.7659,12,Mini,4.57,7.3,105
13.3509,74.7798,13.3646,74.7276,11,Bike,5.99,12.5,88
13.3201,74.7464,13.3603,74.7241,7,SUV,5.1,15.1,202
13.3347,74.7428,13.3519,74.7623,19,Auto,2.89,8.6,87
13.3436,74.7386,13.3404,74.7462,14,SUV,0.92,3.2,118
13.3299,74.7789,13.36,74.7729,12,Bike,3.41,7.3,37
13.3326,74.7449,13.3507,74.743,19,Auto,2.02,9.5,70
13.3407,74.7399,13.3501,74.7777,11,Sedan,4.32,10.9,220
13.3475,74.7743,13.3579,74.7955,10,Auto,2.62,9.3,62
13.3641,74.799,13.3438,74.7369,7,Sedan,7.25,11.7,179
13.3381,74.7761,13.322,74.777,11,Mini,1.79,9.8,115
13.3502,74.7497,13.3206,74.7723,8,Sedan,4.13,5.2,132
13.3483,74.7833,13.3209,74.7927,15,Bike,3.22,8.6,36
13.3528,74.7341,13.3621,74.7825,19,Sedan,5.47,13.0,185
13.3388,74.745,13.3515,74.7659,12,Auto,2.71,5.7,52
13.3403,74.7791,13.345,74.7969,10,Auto,2.04,5.1,70
13.3497,74.7349,13.3675,74.7898,14,Auto,6.41,14.0,81
13.3541,74.7529,13.3269,74.7863,18,Mini,4.78,17.7,186
13.3287,74.7237,13.326,74.7239,19,Mini,0.3,2.0,90
13.3558,74.7519,13.3412,74.7741,18,Mini,2.95,13.2,138
13.3696,74.7593,13.3499,74.7353,6,Auto,3.45,8.1,58
13.3381,74.7618,13.3532,74.7866,15,Mini,3.22,7.3,89
13.3312,74.7769,13.3583,74.7477,20,Auto,4.42,20.1,105
13.3238,74.7246,13.3382,74.7986,23,Sedan,8.37,17.8,196
13.342,74.7702,13.3614,74.7302,20,Mini,4.93,13.3,145
13.3541,74.7522,13.3467,74.7668,21,Mini,1.82,2.0,72
13.3356,74.7393,13.3609,74.7423,19,SUV,2.83,9.1,236
13.3387,74.7882,13.3689,74.739,15,Bike,6.41,13.9,52
13.3399,74.7939,13.3681,74.7558,22,SUV,5.26,7.9,205
13.3381,74.7463,13.3696,74.7573,9,Bike,3.7,11.7,69
13.3344,74.7204,13.3624,74.7292,18,Bike,3.26,3.8,53
13.3635,74.7456,13.3522,74.7453,8,Sedan,1.25,2.8,89
13.3315,74.7299,13.3544,74.7324,12,Bike,2.56,8.4,33
13.3433,74.7841,13.3662,74.7452,16,Mini,5.01,10.8,110
13.3517,74.7211,13.3327,74.7414,11,Auto,3.09,11.3,87
13.3303,74.7913,13.3311,74.7603,10,Sedan,3.44,8.4,182
13.3291,74.7676,13.3269,74.7873,22,Mini,2.2,7.7,76
13.3401,74.7935,13.3494,74.7325,12,Sedan,6.85,13.0,173
13.3571,74.7941,13.3404,74.7377,15,SUV,6.53,14.1,231
13.3469,74.7492,13.3443,74.789,22,Mini,4.43,10.7,103
13.3617,74.7936,13.3687,74.7985,17,Auto,0.95,5.3,47
13.3569,74.7747,13.3561,74.7612,14,Mini,1.5,4.0,68
13.3455,74.731,13.339,74.7959,11,Mini,7.24,17.4,167
13.3284,74.7974,13.3679,74.7489,6,Mini,6.94,10.3,133
13.3427,74.7937,13.3314,74.7742,6,Mini,2.5,4.9,80
13.3571,74.7842,13.3495,74.7281,13,Mini,6.28,14.8,125
13.3632,74.7448,13.3337,74.7619,7,Bike,3.78,8.3,39
13.3512,74.7478,13.3255,74.7331,21,Sedan,3.29,7.7,119
13.3301,74.7659,13.3303,74.7614,9,Sedan,0.5,3.6,107
13.3401,74.7655,13.3374,74.7494,14,SUV,1.81,2.9,136
13.3658,74.7276,13.3287,74.7501,7,Bike,4.82,5.9,44
13.3211,74.736,13.3617,74.7506,11,Sedan,4.79,8.6,187
13.3585,74.7277,13.3678,74.7583,21,Sedan,3.55,3.9,123
13.3286,74.7679,13.361,74.7725,8,Mini,3.63,8.6,94
13.3461,74.7215,13.3463,74.7416,13,Bike,2.23,7.7,31
13.3341,74.7874,13.3625,74.7594,12,Bike,4.43,7.5,42
13.3364,74.7797,13.328,74.7675,17,Mini,1.64,5.1,101
13.3484,74.7542,13.3599,74.7682,12,SUV,2.01,4.7,140
13.3555,74.7532,13.3601,74.728,10,Auto,2.84,7.9,76
13.3654,74.7212,13.3411,74.7599,9,Sedan,5.07,15.0,217
13.327,74.7397,13.3511,74.7917,7,Bike,6.36,14.2,52
13.3299,74.756,13.3658,74.7233,10,Bike,5.39,9.6,61
13.3556,74.7606,13.3485,74.7981,8,Bike,4.24,9.1,41
13.3495,74.7837,13.3371,74.7449,15,Sedan,4.52,2.4,138
13.37,74.7875,13.3216,74.7494,7,Bike,6.84,9.0,54
13.3579,74.7603,13.3517,74.7988,11,Sedan,4.33,7.6,165
13.3425,74.7462,13.3224,74.7845,20,Mini,4.8,12.7,146
13.3284,74.7232,13.3412,74.7507,12,Auto,3.37,3.3,57
13.3291,74.7926,13.3339,74.7702,11,Auto,2.54,6.0,84
13.3244,74.7324,13.3459,74.7547,13,Sedan,3.44,2.0,122
13.3532,74.7437,13.3339,74.7852,22,SUV,5.08,9.1,202
13.3475,74.7664,13.3557,74.7332,12,Sedan,3.8,6.4,127
13.3326,74.7762,13.3269,74.7304,9,Bike,5.12,15.8,81
13.3318,74.7234,13.3394,74.7665,10,Mini,4.86,17.6,195
13.3204,74.7442,13.3524,74.7916,20,Sedan,6.35,21.0,287
13.3548,74.7345,13.3279,74.7612,11,SUV,4.21,15.2,267
13.3299,74.7832,13.3242,74.7973,23,Bike,1.69,3.3,28
13.3224,74.7974,13.3447,74.7264,20,Bike,8.26,17.2,108
13.3321,74.7928,13.3621,74.7842,20,Auto,3.46,8.9,82
13.3514,74.7657,13.3229,74.7968,11,Auto,4.68,14.4,106
13.3242,74.7848,13.3243,74.7392,22,SUV,5.06,13.1,201
13.3462,74.7301,13.3649,74.7566,14,Bike,3.6,4.6,38
13.3249,74.7403,13.3557,74.7747,16,Auto,5.13,13.9,71
13.3305,74.7426,13.3602,74.7399,8,Bike,3.31,4.8,37
13.3428,74.7373,13.3469,74.7265,15,Bike,1.28,2.0,26
13.3276,74.7781,13.3529,74.7937,23,Auto,3.3,4.2,56
13.3312,74.7432,13.325,74.7307,11,Mini,1.55,6.2,116
13.3254,74.7647,13.3633,74.7976,9,Sedan,5.57,14.0,276
13.3612,74.798,13.3483,74.7653,21,Mini,3.9,12.8,97
13.3544,74.7545,13.3322,74.759,8,SUV,2.51,8.4,150
13.3592,74.7457,13.3519,74.7414,12,Mini,0.94,6.2,61
13.3259,74.7371,13.3478,74.7572,23,SUV,3.3,7.2,166
13.3542,74.7618,13.3339,74.7337,19,SUV,3.85,17.1,291
13.3426,74.7799,13.3639,74.7808,18,SUV,2.37,3.5,185
13.3418,74.7577,13.3605,74.7599,22,SUV,2.09,2.0,142
13.3347,74.7784,13.3234,74.7461,12,Bike,3.8,5.7,39
13.3283,74.7351,13.352,74.7736,11,Sedan,5.02,15.5,254
13.3576,74.7653,13.3355,74.7304,20,Sedan,4.59,7.3,216
13.3398,74.7789,13.3637,74.7686,20,Bike,2.89,3.0,43
13.3391,74.7276,13.3368,74.7595,17,Bike,3.55,8.6,66
13.3427,74.7719,13.3213,74.7929,21,Auto,3.33,6.2,57
13.3363,74.7423,13.3289,74.7872,22,SUV,5.05,8.5,201
13.3564,74.7285,13.3504,74.7733,21,Auto,5.02,11.9,70
13.3503,74.7295,13.3403,74.7715,10,Bike,4.79,13.7,74
13.3223,74.7308,13.3453,74.7901,17,SUV,7.06,17.4,295
13.3624,74.7922,13.3279,74.7895,11,Bike,3.84,14.6,68
13.3612,74.7532,13.3332,74.7262,21,SUV,4.32,4.5,186
13.359,74.7322,13.3359,74.7828,11,Sedan,6.17,16.7,252
13.3665,74.73,13.3289,74.7959,14,Mini,8.42,17.6,151
13.342,74.724,13.3305,74.7512,20,SUV,3.28,7.9,243
13.335,74.7998,13.3531,74.7886,21,SUV,2.36,6.9,147
13.3338,74.7743,13.3562,74.7478,22,Mini,3.85,5.8,96
13.3569,74.7843,13.3373,74.791,18,Auto,2.3,8.7,74
13.3422,74.7812,13.3537,74.7686,12,SUV,1.89,7.6,138
13.3467,74.749,13.3618,74.7448,20,Auto,1.74,9.9,78
13.3207,74.7767,13.325,74.7284,7,Sedan,5.38,12.0,151
13.3432,74.759,13.3502,74.7264,18,Mini,3.7,10.1,139
13.3645,74.7707,13.3289,74.7267,23,Auto,6.28,15.3,80
13.3361,74.783,13.3602,74.7565,17,Mini,3.98,10.2,135
13.3453,74.7591,13.3444,74.7531,6,Sedan,0.67,3.9,80
13.3387,74.7859,13.3521,74.729,16,Mini,6.49,16.3,128
13.3404,74.7576,13.3385,74.7939,13,Bike,4.03,9.8,40
13.3338,74.7379,13.3462,74.7952,6,Auto,6.51,10.6,82
13.3632,74.7245,13.3359,74.7469,16,Mini,3.92,9.2,97
13.3303,74.7352,13.337,74.7849,17,Auto,5.57,16.5,98
13.3515,74.7778,13.3515,74.746,20,Auto,3.53,13.5,98
13.344,74.7643,13.3477,74.7663,12,Sedan,0.47,2.0,77
13.3642,74.7706,13.3425,74.7422,23,SUV,3.97,5.3,179
13.3387,74.7415,13.3333,74.7654,15,Mini,2.72,4.2,83
13.3572,74.7872,13.3662,74.7898,7,Bike,1.04,2.2,25
13.3554,74.7419,13.3311,74.7725,23,Mini,4.34,12.7,102
13.3337,74.7285,13.3606,74.7684,18,Bike,5.34,13.9,78
13.3567,74.799,13.3417,74.7962,14,SUV,1.69,2.2,134
13.3545,74.7392,13.3314,74.7239,8,Bike,3.08,5.5,35
13.3446,74.7696,13.3622,74.7366,8,Mini,4.15,11.9,100
13.3462,74.7583,13.3235,74.7428,17,Mini,3.05,8.2,110
13.3406,74.7528,13.3528,74.7238,11,Sedan,3.49,10.1,211
13.364,74.7248,13.3372,74.7842,8,Sedan,7.23,19.4,178
13.3366,74.7779,13.3371,74.7926,14,Auto,1.63,2.0,43
13.3209,74.7405,13.3409,74.7833,12,SUV,5.24,12.9,205
13.3607,74.7461,13.3389,74.7455,9,Mini,2.42,8.2,125
13.3231,74.7205,13.3501,74.7356,11,SUV,3.43,2.9,222
13.365,74.7842,13.323,74.7351,15,Bike,7.17,11.0,56
13.3235,74.7645,13.3667,74.7362,8,SUV,5.73,11.0,215
13.3437,74.7204,13.3299,74.7621,22,Bike,4.88,11.2,44
13.348,74.777,13.3639,74.7481,10,Bike,3.66,9.5,60
13.352,74.741,13.3218,74.7937,8,Bike,6.74,10.4,54
13.3452,74.7957,13.3688,74.7561,14,Auto,5.12,10.2,71
13.3696,74.7368,13.3436,74.7966,6,Auto,7.24,17.4,88
13.3585,74.7677,13.3265,74.7249,6,Auto,5.93,10.4,77
13.3339,74.7364,13.3543,74.7531,16,Auto,2.93,6.3,53
13.3492,74.791,13.3349,74.7935,21,SUV,1.61,2.9,132
13.3234,74.7948,13.3539,74.7989,8,Mini,3.42,6.8,91
13.3314,74.7794,13.3316,74.7616,14,SUV,1.98,5.4,140
13.32,74.7957,13.3359,74.7608,16,SUV,4.26,7.2,185
13.3429,74.7686,13.3565,74.7378,13,Sedan,3.74,5.7,126
13.344,74.7667,13.3357,74.7913,19,Bike,2.88,5.8,56
13.3315,74.7724,13.328,74.7325,22,Auto,4.45,13.5,66
13.3583,74.749,13.3491,74.7419,18,SUV,1.29,2.0,215
13.3525,74.788,13.3282,74.756,19,Sedan,4.46,14.8,209
13.3617,74.7417,13.3338,74.7691,22,Auto,4.34,11.2,65
13.3457,74.7347,13.3549,74.736,14,Sedan,1.03,6.7,85
13.3629,74.7697,13.3341,74.723,6,Mini,6.09,4.2,123
13.3424,74.795,13.3209,74.7741,15,Sedan,3.33,8.4,120
13.3478,74.7371,13.3322,74.7262,19,SUV,2.11,7.8,197
13.3456,74.7918,13.3637,74.7639,20,Mini,3.69,9.5,162
13.3586,74.7383,13.3554,74.7897,21,Mini,5.72,13.2,119
13.3243,74.7614,13.335,74.7321,14,Mini,3.46,4.1,92
13.3458,74.7909,13.3325,74.79,18,Bike,1.48,4.3,36
13.3254,74.7934,13.3664,74.7904,12,Bike,4.56,3.0,43
13.3238,74.7379,13.3525,74.7538,17,Auto,3.64,11.6,102
13.3345,74.7501,13.3558,74.737,19,Mini,2.78,5.7,112
13.3292,74.7927,13.3408,74.789,23,Sedan,1.35,3.9,90
13.3643,74.7506,13.349,74.7417,12,Auto,1.96,6.7,46
13.3352,74.7702,13.3293,74.7654,6,Bike,0.84,3.8,24
13.3255,74.7577,13.3353,74.7378,19,Bike,2.46,4.9,45
13.3686,74.7936,13.3287,74.7893,19,Sedan,4.45,12.7,244
13.3576,74.7671,13.3601,74.7709,15,Bike,0.5,2.0,22
13.3248,74.7478,13.3576,74.738,9,Sedan,3.8,14.9,190
13.3498,74.7422,13.3659,74.7377,19,Mini,1.86,6.2,116
13.3414,74.7529,13.353,74.7805,22,Mini,3.32,8.2,90
13.3656,74.7472,13.3499,74.7336,16,SUV,2.31,7.1,146
13.3201,74.726,13.3383,74.7657,20,Auto,4.85,12.2,95
13.34,74.7517,13.3652,74.761,22,Sedan,2.98,4.1,115
13.3234,74.731,13.3314,74.7787,22,SUV,5.37,11.6,207
13.3354,74.7284,13.3249,74.7803,19,Mini,5.88,19.1,186
13.3675,74.7735,13.3657,74.7736,13,Bike,0.2,2.1,21
13.3623,74.7719,13.3279,74.7455,12,Bike,4.81,7.3,44
13.3224,74.767,13.3303,74.7469,20,Bike,2.4,7.0,46
13.3602,74.7247,13.3557,74.7886,16,Sedan,7.11,12.2,177
13.3696,74.7948,13.355,74.7954,13,Bike,1.62,2.0,28
13.3657,74.7793,13.3656,74.7637,15,Bike,1.73,2.0,29
13.3499,74.7563,13.3374,74.7218,10,Sedan,4.07,13.3,201
13.3526,74.7297,13.3682,74.7851,6,Mini,6.39,9.6,127
13.3618,74.7828,13.3587,74.7701,12,Sedan,1.45,4.5,92
13.3481,74.7322,13.3382,74.7234,15,SUV,1.47,2.0,129
13.3381,74.7228,13.3399,74.7242,19,Mini,0.25,2.0,90
13.3357,74.7904,13.3521,74.7985,17,Mini,2.03,3.6,101
13.3698,74.7422,13.3275,74.7303,19,Bike,4.88,15.4,68
13.3552,74.7878,13.3535,74.7295,23,Mini,6.47,12.1,128
13.3465,74.7637,13.3269,74.7773,15,Mini,2.65,7.0,82
13.3673,74.7718,13.3555,74.7797,11,Mini,1.58,2.0,108
13.3677,74.7724,13.3322,74.754,12,Auto,4.44,12.5,66
13.3348,74.7359,13.3358,74.7989,13,Auto,6.99,10.8,86
13.3498,74.7252,13.3439,74.7421,12,Sedan,1.99,4.6,100
13.3303,74.7432,13.3461,74.7656,23,Sedan,3.04,5.7,116
13.3663,74.735,13.3624,74.7652,9,Auto,3.38,13.1,93
13.3479,74.7386,13.3313,74.7923,10,Bike,6.24,14.3,77
13.3329,74.7542,13.3415,74.7701,23,Sedan,2.01,2.5,100
13.3422,74.7685,13.3214,74.7511,23,Bike,3.01,7.0,35
13.3517,74.7627,13.3301,74.7698,7,Mini,2.52,8.5,80
13.3256,74.7308,13.3634,74.7404,18,SUV,4.33,10.9,230
13.3206,74.7469,13.3661,74.792,10,Auto,7.11,32.1,152
13.3232,74.725,13.3525,74.7387,7,SUV,3.59,7.4,172
13.3481,74.7728,13.3296,74.7718,10,Auto,2.06,11.2,78
13.3525,74.7484,13.3205,74.7888,9,SUV,5.72,10.9,296
13.3452,74.7903,13.3639,74.7598,22,Auto,3.97,8.5,62
13.3325,74.7979,13.3419,74.7933,7,Auto,1.16,4.0,39
13.3335,74.7259,13.3679,74.7482,11,Sedan,4.55,16.1,242
13.3232,74.7781,13.35,74.7544,11,SUV,3.97,6.6,231
13.3689,74.7532,13.3393,74.7483,10,Bike,3.33,11.9,48
13.3698,74.7993,13.3627,74.7312,15,Bike,7.6,8.6,58
13.3468,74.7212,13.3671,74.7937,21,SUV,8.36,15.9,267
13.3598,74.7996,13.3651,74.7463,17,SUV,5.95,15.9,316
13.3324,74.7795,13.3426,74.7474,8,Mini,3.74,4.5,95
13.3629,74.7783,13.3205,74.7278,20,Bike,7.32,16.7,97
13.3319,74.7922,13.3529,74.7989,7,Mini,2.45,3.5,79
13.3531,74.7694,13.3444,74.7389,19,SUV,3.52,10.0,287
13.3335,74.7739,13.3377,74.7293,17,Sedan,4.97,16.9,244
13.3344,74.748,13.3309,74.7554,8,SUV,0.91,2.0,118
13.3384,74.7214,13.3382,74.7662,7,Bike,4.97,5.7,45
13.3621,74.7887,13.3439,74.7795,23,Bike,2.26,2.5,31
13.3312,74.7726,13.354,74.72,7,Sedan,6.36,8.9,165
13.3663,74.7708,13.3418,74.7773,9,Bike,2.81,4.9,42
13.3507,74.774,13.3252,74.7271,10,Auto,5.93,19.6,124
13.3351,74.7582,13.3556,74.7571,9,SUV,2.28,6.5,195
13.3502,74.7477,13.3679,74.7348,12,Bike,2.43,2.0,32
13.3348,74.7826,13.3388,74.7778,12,Mini,0.69,6.6,58
13.3414,74.7714,13.3581,74.7797,11,Bike,2.07,8.3,52
13.3208,74.7245,13.3482,74.7678,12,SUV,5.69,11.7,214
13.3481,74.7202,13.3422,74.7755,12,Bike,6.17,13.0,51
13.339,74.7213,13.3581,74.7361,16,Sedan,2.68,4.4,110
13.3576,74.774,13.3351,74.7306,8,Auto,5.43,18.1,73
13.3319,74.7265,13.3294,74.7618,13,SUV,3.93,4.6,179
13.3215,74.7962,13.3671,74.7861,12,Mini,5.18,10.8,112
13.3417,74.7737,13.3522,74.7697,15,Sedan,1.25,4.8,89
13.3438,74.7326,13.3228,74.7819,16,SUV,5.95,6.6,219
13.3209,74.7778,13.3338,74.7382,20,Sedan,4.62,7.9,176
13.3395,74.7227,13.3381,74.7519,13,Bike,3.24,5.2,36
13.3427,74.7363,13.3234,74.7962,11,Mini,6.99,22.4,205
13.3228,74.7745,13.3654,74.7252,20,Bike,7.23,20.4,98
13.3649,74.7255,13.3672,74.7822,11,Sedan,6.3,14.3,271
13.3255,74.79,13.3648,74.7804,21,SUV,4.49,7.4,190
13.3251,74.7658,13.3399,74.7513,23,SUV,2.3,4.4,146
13.3258,74.7685,13.3414,74.7351,22,Auto,4.09,7.2,63
13.3464,74.7577,13.3476,74.7528,14,SUV,0.56,2.0,111
13.3538,74.7627,13.3336,74.7841,20,Sedan,3.27,7.6,179
13.3687,74.7418,13.3617,74.7257,11,SUV,1.95,7.3,217
13.3556,74.7979,13.3243,74.7679,13,Mini,4.81,7.8,108
13.3361,74.7446,13.3581,74.7237,17,Auto,3.37,13.4,84
13.3523,74.7836,13.3324,74.7306,9,SUV,6.28,22.5,394
13.3557,74.7553,13.3202,74.7454,19,Auto,4.09,19.2,109
13.3634,74.7808,13.3618,74.7428,12,Sedan,4.22,7.0,133
13.3642,74.7695,13.3346,74.729,20,Mini,5.57,12.0,153
13.3477,74.7232,13.3659,74.7856,15,SUV,7.21,16.5,244
13.3473,74.7646,13.3499,74.7406,22,SUV,2.68,4.9,154
13.3477,74.7461,13.333,74.7552,21,Sedan,1.92,4.2,99
13.3564,74.7364,13.346,74.7925,18,Mini,6.33,26.6,221
13.3329,74.7547,13.3411,74.7962,15,Bike,4.7,2.1,44
13.3268,74.791,13.3592,74.7423,9,Mini,6.49,15.7,154
13.3481,74.7217,13.3418,74.7441,18,Sedan,2.58,7.3,193
13.3535,74.749,13.3342,74.7971,18,Sedan,5.75,13.5,198
13.322,74.7228,13.3218,74.7745,8,Auto,5.74,12.2,76
13.3532,74.723,13.3679,74.7587,12,Bike,4.29,9.7,41
13.3328,74.7936,13.3626,74.7615,15,Auto,4.86,13.5,69
13.34,74.7397,13.3436,74.7966,22,SUV,6.33,5.9,227
13.3431,74.7435,13.3294,74.7336,19,Bike,1.88,6.3,48
13.3348,74.7404,13.3238,74.7822,17,Bike,4.8,8.4,61
13.3399,74.7507,13.3248,74.786,18,Auto,4.26,16.7,102
13.3446,74.7946,13.3585,74.7567,10,Mini,4.48,10.5,141
13.3246,74.7329,13.3612,74.7552,16,Mini,4.76,14.5,107
13.3473,74.7796,13.3238,74.7661,22,Bike,3.01,6.1,35
13.337,74.7521,13.3549,74.7667,20,Bike,2.56,2.6,42
13.366,74.7993,13.3566,74.7953,20,Sedan,1.13,3.7,139
13.3557,74.7311,13.3421,74.798,18,Sedan,7.58,16.0,322
13.3385,74.7863,13.3405,74.7504,18,Auto,3.99,16.4,103
13.3572,74.7241,13.3607,74.7617,13,Mini,4.19,5.2,100
13.3323,74.7225,13.3228,74.7406,14,Mini,2.27,5.4,77
13.3517,74.7266,13.3399,74.7925,16,Auto,7.43,20.1,89
13.342,74.744,13.3585,74.7594,21,SUV,2.51,5.1,150
13.3536,74.7771,13.3669,74.7822,17,SUV,1.58,5.3,226
13.3314,74.7703,13.3608,74.7298,12,Bike,5.56,4.2,48
13.3278,74.7996,13.3534,74.7231,20,Auto,8.95,30.5,141
